fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.27278996,-0.358368423,0.426837931,-0.688670137,5.884026896,1.640030566,0.405139741,-0.153208241,-0.583030596,-1.302557129,-0.876224179,6
0.084864597,0.34061844,-0.64162417,0.190773466,1.073472389,-0.440258471,0.475000015,0.414343903,-0.3858167,-0.256796844,-0.547766684,6
-0.392008146,-0.358368423,-0.559434778,-0.981818005,0.518408407,-0.143074323,0.288705952,-0.253364502,0.205824988,0.614670061,-0.794109806,6
-0.27278996,-0.458223689,-0.64162417,-0.981818005,0.657174402,-0.143074323,0.335279467,-0.253364502,0.337300919,0.614670061,-0.794109806,6
0.561737341,-0.957500019,-0.230677208,-0.981818005,0.564663739,0.154109825,0.63800732,-0.353520763,-0.188602804,0.353229989,-0.383537937,7
-0.86888089,1.738592166,-0.64162417,-0.395522269,0.795940398,1.640030566,1.546190877,-0.053051981,0.534514816,0.266083299,-0.547766684,4
-0.86888089,1.838447433,-0.723813563,-0.395522269,0.934706393,1.580593736,1.569477635,-0.086437401,0.403038885,0.266083299,-0.547766684,5
0.084864597,0.34061844,-0.64162417,0.190773466,1.073472389,-0.440258471,0.475000015,0.414343903,-0.3858167,-0.256796844,-0.547766684,6
-0.034353588,-0.857644753,0.098080362,-0.278263122,0.980961725,-0.202511152,0.242132436,0.280802222,1.126156504,-0.082503463,-0.547766684,5
0.323300969,-0.857644753,-0.230677208,-0.942731622,0.749685066,-0.261947982,0.777727867,-0.820916646,1.060418539,-0.431090225,1.012406417,6
-0.392008146,-0.258513156,-0.395055993,-1.040447578,1.027217057,0.213546655,-0.363323269,-0.921072907,0.994680573,0.788963442,0.437605801,7
-0.86888089,-1.157210552,-0.066298423,-1.040447578,0.518408407,-0.856316278,-1.3413671,-1.054614588,0.863204643,-0.256796844,0.355491427,7
-0.630444518,-0.957500019,0.098080362,-1.059990769,-0.036655575,0.213546655,-0.735911395,-1.021229167,0.797466677,-1.215410439,0.355491427,6
-0.153571774,-0.757789487,2.07062578,-1.07953396,4.681388269,0.154109825,-0.177029206,-0.386906183,-0.911720423,-0.953970368,-1.122567301,6
-0.034353588,-0.258513156,0.098080362,-1.001361196,-0.314187566,-0.380821641,1.196889509,-1.121385428,-0.3858167,0.266083299,0.437605801,6
0.323300969,-0.657934221,0.015890969,1.070217069,-0.129166238,0.094672996,1.709198182,0.681427265,-0.648768562,0.091789918,-0.711995432,6
-1.107317262,-0.857644753,-0.64162417,1.167933025,0.102110421,0.867351781,0.172272162,1.015281467,0.731728712,-1.128263748,-1.286796048,6
-0.392008146,1.039605303,-1.545707487,-0.356435887,-0.082910907,-0.61856896,-1.434514132,-0.353520763,-0.517292631,-0.953970368,-0.219309189,6
0.561737341,-0.757789487,0.180269754,-1.020904387,-0.360442897,0.510730803,-0.666051121,-0.520447864,1.126156504,-1.302557129,-0.465652311,6
-0.153571774,-0.558078955,-0.806002955,-0.297806313,2.13734502,-0.321384812,-0.386610027,0.314187642,-1.043196354,-0.256796844,-1.533139169,6
-1.107317262,-0.857644753,-0.64162417,1.167933025,0.102110421,0.867351781,0.172272162,1.015281467,0.731728712,-1.128263748,-1.286796048,6
0.084864597,1.938302699,-2.203222627,-1.040447578,-0.499208893,-1.094063597,0.265419194,-1.054614588,-1.10893432,-1.302557129,0.027033932,5
-0.392008146,1.039605303,-1.545707487,-0.356435887,-0.082910907,-0.61856896,-1.434514132,-0.353520763,-0.517292631,-0.953970368,-0.219309189,6
0.323300969,-0.358368423,-0.559434778,-0.981818005,-0.360442897,-0.261947982,-0.409896785,-0.487062444,-0.254340769,-0.256796844,-0.137194816,6
-0.86888089,0.740039505,-2.531980197,-1.020904387,0.84219573,-0.380821641,-0.4564703,-0.253364502,0.205824988,0.44037668,-1.122567301,5
-0.630444518,-0.15865789,-0.806002955,-0.004658446,-0.267932234,-0.4996953,-0.363323269,-1.288312529,0.205824988,0.004643228,1.75143578,7
-0.27278996,-0.258513156,-1.710086272,-1.020904387,-0.221676902,2.709893499,0.801014625,-0.720760385,-0.320078735,-0.605383606,-0.547766684,5
-0.27278996,-0.458223689,-0.230677208,-0.845015666,0.009599757,-0.321384812,-1.01535249,-0.520447864,0.928942608,1.311843585,0.191262679,8
0.561737341,-0.358368423,-0.395055993,0.718439628,0.194621084,-0.856316278,-0.805771669,0.681427265,-0.3858167,-1.215410439,-0.794109806,5
-0.86888089,-0.058802624,0.755595501,0.268946231,0.472153075,0.748478121,2.431087677,0.481114743,-0.583030596,0.178936609,-1.204681674,6
-0.153571774,0.240763174,-0.888192348,-0.356435887,0.703429734,0.897070196,2.303010508,0.547885584,0.863204643,0.963256823,-0.794109806,5
-1.107317262,-0.058802624,-0.477245386,-0.317349505,0.795940398,-0.261947982,1.429757088,0.748198105,3.295509363,1.921870418,-0.383537937,5
1.992355573,-0.458223689,1.002163678,-1.059990769,0.379642412,-1.569558234,-1.574234679,-0.01966656,-1.569100078,0.004643228,-1.122567301,6
-0.27278996,-0.458223689,-0.230677208,-0.845015666,0.009599757,-0.321384812,-1.01535249,-0.520447864,0.928942608,1.311843585,0.191262679,8
0.561737341,-0.358368423,-0.395055993,0.718439628,0.194621084,-0.856316278,-0.805771669,0.681427265,-0.3858167,-1.215410439,-0.794109806,5
0.204082783,-0.957500019,0.180269754,-0.981818005,-0.129166238,-0.261947982,-1.224933311,-1.45523963,0.46877685,-1.041117058,1.833550154,7
0.084864597,0.440473707,0.015890969,-1.001361196,-0.17542157,-0.915753108,-1.644094952,-0.987843747,0.797466677,1.398990275,1.258749538,7
0.561737341,-0.957500019,-0.312866601,0.464378143,0.84219573,-0.55913213,-0.852345184,0.648041844,-1.634838043,0.614670061,-0.958338553,5
-0.27278996,2.637289562,-0.477245386,-0.200090357,0.657174402,-0.856316278,-0.805771669,0.247416802,0.534514816,-1.041117058,-1.204681674,5
-0.153571774,-0.558078955,-0.230677208,-0.981818005,0.33338708,-0.083637493,-0.596190848,-0.420291603,1.3233704,2.444750561,0.109148306,6
0.204082783,-0.757789487,0.015890969,1.871487908,0.194621084,0.92678861,0.614720562,1.44929193,0.140087023,0.963256823,-1.040452927,6
0.204082783,0.640184239,-1.134760525,-0.063288019,0.795940398,0.689041292,0.568147046,0.147260541,-0.122864839,-0.605383606,-0.383537937,5
0.442519155,-0.558078955,-0.312866601,0.347118996,0.055855089,0.391857144,1.569477635,0.814968946,0.928942608,-0.256796844,-0.794109806,6
0.204082783,1.538881634,2.235004565,1.050673878,-0.036655575,1.105099099,0.358566225,1.082052307,-0.517292631,-0.343943534,-1.451024796,5
0.204082783,1.6387369,2.317193957,1.050673878,-0.082910907,0.98622544,0.288705952,1.115437728,-0.451554666,-0.256796844,-1.451024796,6
0.323300969,1.13946057,2.39938335,0.894328349,-0.082910907,1.164535929,0.381852983,1.082052307,-0.648768562,-0.431090225,-1.451024796,6
-0.153571774,-0.258513156,-0.230677208,1.343821746,0.194621084,1.996651543,1.453043846,1.015281467,0.205824988,-0.082503463,-0.629881058,6
0.204082783,1.538881634,2.235004565,1.050673878,-0.036655575,1.105099099,0.358566225,1.082052307,-0.517292631,-0.343943534,-1.451024796,5
0.204082783,1.6387369,2.317193957,1.050673878,-0.082910907,0.98622544,0.288705952,1.115437728,-0.451554666,-0.256796844,-1.451024796,6
0.323300969,1.13946057,2.39938335,0.894328349,-0.082910907,1.164535929,0.381852983,1.082052307,-0.648768562,-0.431090225,-1.451024796,6
-0.988099076,-0.058802624,0.755595501,0.210316657,0.148365752,1.758904225,2.407800919,0.514500163,-0.451554666,-0.169650153,-1.204681674,5
-0.034353588,-0.358368423,-0.066298423,-0.923188431,-0.499208893,0.689041292,-0.083882174,-1.38846879,0.46877685,-0.779676987,1.75143578,7
-0.034353588,-0.657934221,-0.066298423,-0.90364524,-0.545464225,0.748478121,-0.083882174,-1.42185421,0.403038885,-0.692530296,1.75143578,7
0.680955527,-1.057355286,-0.148487816,-0.923188431,-0.267932234,0.92678861,0.19555892,-0.854302066,0.140087023,-0.431090225,0.848177669,7
0.204082783,-0.15865789,-0.395055993,1.167933025,-0.082910907,1.580593736,2.337940645,0.915125206,-0.977458389,-0.605383606,-1.040452927,6
-1.107317262,0.640184239,2.645951527,1.851944716,0.009599757,-0.55913213,0.568147046,1.248979409,-0.320078735,0.091789918,-1.368910422,6
1.992355573,-0.108730257,0.180269754,-1.020904387,-0.545464225,-1.212937256,-1.387940616,-0.954458327,-1.569100078,-1.128263748,0.766063296,7
3.422973805,0.839894771,1.002163678,0.796612393,-0.360442897,-1.866742382,-1.318080342,0.481114743,-1.96352787,-1.651143891,-0.301423563,4
-1.107317262,0.640184239,2.645951527,1.851944716,0.009599757,-0.55913213,0.568147046,1.248979409,-0.320078735,0.091789918,-1.368910422,6
0.561737341,-0.258513156,0.262459146,1.382908128,0.657174402,0.98622544,1.220176267,1.115437728,-1.24041025,-0.431090225,-1.122567301,5
0.204082783,-1.556631616,-0.148487816,0.620723672,0.379642412,1.699467395,0.521573531,0.681427265,1.389108366,-0.692530296,-0.876224179,5
-1.107317262,-0.657934221,-0.806002955,1.109303452,0.194621084,1.164535929,0.568147046,0.948510626,0.994680573,-0.866823677,-0.876224179,5
0.680955527,0.290690807,0.509027324,2.438240452,0.610919071,0.510730803,0.707867594,1.950073234,-1.306148216,-0.256796844,-1.204681674,5
0.561737341,-0.258513156,0.262459146,1.382908128,0.657174402,0.98622544,1.220176267,1.115437728,-1.24041025,-0.431090225,-1.122567301,5
0.442519155,-1.45677635,-0.148487816,1.558796849,0.240876416,-0.083637493,-0.712624637,1.082052307,0.074349058,-1.215410439,-1.040452927,6
0.204082783,-1.556631616,-0.148487816,0.620723672,0.379642412,1.699467395,0.521573531,0.681427265,1.389108366,-0.692530296,-0.876224179,5
0.204082783,-0.458223689,0.098080362,1.969203863,-0.267932234,1.461720077,0.731154351,1.616219031,-0.188602804,0.876110132,-1.122567301,6
0.204082783,-0.458223689,0.098080362,1.969203863,-0.267932234,1.461720077,0.731154351,1.616219031,-0.188602804,0.876110132,-1.122567301,6
-0.034353588,0.540328973,-0.477245386,-1.001361196,0.240876416,0.094672996,1.103742478,-0.487062444,0.534514816,0.963256823,-0.137194816,5
-0.511226332,-1.057355286,1.659678818,0.405748569,1.674791702,1.699467395,0.544860288,0.581271004,-1.96352787,-0.866823677,-1.368910422,6
0.323300969,-0.058802624,1.002163678,2.408925665,0.287131748,0.570167633,2.687242014,1.950073234,-0.977458389,0.266083299,-1.286796048,5
0.323300969,0.34061844,1.330921248,1.343821746,0.472153075,1.937214714,1.290036541,1.349135669,-1.174672285,-0.169650153,-1.040452927,5
-0.27278996,1.339171102,0.015890969,0.542550907,0.148365752,-0.380821641,0.242132436,0.881739786,0.205824988,0.178936609,-1.122567301,5
-0.27278996,1.339171102,0.015890969,0.542550907,0.148365752,-0.380821641,0.242132436,0.881739786,0.205824988,0.178936609,-1.122567301,5
-1.703408192,2.088085598,-2.778548374,-0.962274813,0.888451061,-1.628995063,-0.852345184,-0.053051981,2.90108157,-0.779676987,-0.629881058,4
-1.107317262,0.34061844,-0.806002955,-0.610497372,-0.221676902,-0.61856896,0.079125131,-0.921072907,0.797466677,-0.431090225,0.683948922,6
0.084864597,-1.356921084,0.509027324,-0.923188431,-0.499208893,-1.153500426,-1.271506826,-1.021229167,0.008611092,-0.605383606,1.094520791,6
0.323300969,0.34061844,1.330921248,1.343821746,0.472153075,1.937214714,1.290036541,1.349135669,-1.174672285,-0.169650153,-1.040452927,5
0.442519155,0.440473707,1.166542463,1.343821746,0.657174402,1.283409588,1.313323299,1.349135669,-0.977458389,0.091789918,-1.040452927,5
-1.226535448,0.839894771,-2.449790804,-0.141460784,0.009599757,-0.856316278,-1.224933311,-0.253364502,0.205824988,0.178936609,-0.219309189,5
1.038610085,-0.358368423,-0.148487816,1.128846643,0.379642412,0.391857144,-0.037308659,1.41590651,-1.174672285,0.44037668,-1.368910422,5
0.561737341,-1.157210552,-0.230677208,0.083285915,0.610919071,-0.261947982,-0.200315964,0.347573062,0.665990746,-1.302557129,-0.629881058,5
-0.034353588,-0.857644753,-0.477245386,-0.278263122,0.564663739,-1.272374085,0.148985404,0.347573062,0.665990746,-1.128263748,-1.122567301,6
-0.630444518,-1.45677635,1.084353071,-0.942731622,2.13734502,0.272983485,0.428426499,-0.453677023,0.140087023,-1.128263748,-0.547766684,6
-0.27278996,-0.857644753,0.180269754,-1.040447578,-0.915506879,1.640030566,0.079125131,-0.987843747,0.534514816,-0.082503463,0.437605801,6
0.561737341,1.13946057,-0.888192348,0.112600701,-0.591719556,-0.380821641,-0.316749753,-0.053051981,-0.320078735,-0.605383606,0.027033932,5
-0.511226332,-0.358368423,-0.148487816,0.229859849,-0.360442897,0.748478121,1.476330604,0.547885584,1.717798193,0.44037668,-0.629881058,7
-0.988099076,0.240763174,1.824057603,-0.708213328,-0.082910907,0.689041292,0.917448415,-0.587218704,0.731728712,0.701816751,0.355491427,7
-0.988099076,0.240763174,1.824057603,-0.727756519,0.009599757,0.629604462,1.033882204,-0.587218704,0.797466677,0.701816751,0.355491427,6
-1.46497182,-0.15865789,-0.723813563,0.777069202,-1.19303887,-1.688431893,-1.923536047,-0.053051981,1.3233704,-1.041117058,0.109148306,5
-0.511226332,-0.358368423,-0.148487816,0.229859849,-0.360442897,0.748478121,1.476330604,0.547885584,1.717798193,0.44037668,-0.629881058,7
-0.511226332,1.488954001,0.509027324,1.304735363,-0.360442897,1.402283247,2.361227403,1.248979409,0.271562954,0.701816751,-1.204681674,5
-0.392008146,-0.358368423,-0.559434778,1.832401525,-0.499208893,0.629604462,1.127029235,1.349135669,0.337300919,0.178936609,-1.040452927,5
-0.153571774,-0.058802624,-0.97038174,0.327575804,-0.545464225,1.164535929,1.476330604,0.648041844,0.008611092,0.266083299,-1.286796048,5
-0.27278996,-0.058802624,-0.230677208,1.812858334,-0.452953561,0.510730803,0.917448415,1.248979409,0.46877685,0.614670061,-0.711995432,5
1.515482829,-0.458223689,0.509027324,-1.020904387,-0.869251547,0.035236166,-0.433183543,-0.720760385,-0.451554666,-0.953970368,0.191262679,6
0.204082783,0.939750037,2.72814092,0.796612393,-0.036655575,0.807914951,0.358566225,1.115437728,-0.188602804,-0.431090225,-1.451024796,5
-0.153571774,-0.857644753,0.180269754,-0.884102049,-0.499208893,-0.321384812,-1.01535249,-0.820916646,-0.254340769,0.44037668,0.273377053,7
1.396264643,0.041052642,0.426837931,-0.884102049,-0.776740884,-1.034626767,-1.411227374,-0.620604125,0.271562954,0.266083299,1.094520791,6
-0.749662704,0.34061844,0.015890969,-0.825472475,-0.036655575,-0.915753108,-1.457800889,-0.487062444,0.731728712,-0.518236915,-0.219309189,5
0.204082783,0.939750037,2.72814092,0.796612393,-0.036655575,0.807914951,0.358566225,1.115437728,-0.188602804,-0.431090225,-1.451024796,5
1.157828271,-0.657934221,0.509027324,-1.020904387,-0.314187566,0.154109825,-0.759198153,-0.720760385,0.140087023,0.44037668,0.273377053,6
1.873137387,-0.657934221,0.591216716,-0.41506546,-0.452953561,-0.678005789,-0.945492216,0.180645961,-0.057126873,0.353229989,-0.629881058,6
1.396264643,-0.757789487,0.509027324,-0.864558858,-0.406698229,-0.975189937,-1.224933311,-0.687374965,-0.451554666,0.44037668,0.601834548,6
-0.749662704,-0.208585523,0.262459146,-1.040447578,-0.267932234,0.094672996,-0.596190848,-1.221541689,-1.24041025,-0.866823677,0.355491427,6
-1.584190006,-1.157210552,-0.559434778,-0.981818005,-0.082910907,1.04566227,0.661294078,-0.787531226,0.600252781,-1.041117058,-0.301423563,6
-0.630444518,3.186493525,-1.62789688,-0.23917674,0.564663739,-1.212937256,-0.992065732,0.314187642,1.257632435,-1.128263748,-1.204681674,4
-0.749662704,0.640184239,-0.066298423,-0.356435887,-0.545464225,-0.975189937,-1.387940616,-0.820916646,1.257632435,0.788963442,1.258749538,7
-0.034353588,-0.258513156,-0.312866601,-0.454151843,0.379642412,-0.737442619,-0.549617332,-0.053051981,-1.306148216,-0.953970368,-0.876224179,6
1.157828271,-0.558078955,0.344648539,0.308032613,-0.129166238,0.629604462,0.288705952,-0.253364502,-0.451554666,-1.47685051,0.848177669,7
0.800173713,-0.957500019,1.002163678,0.737982819,0.425897743,1.342846418,-0.107168932,0.881739786,-0.320078735,-0.518236915,-0.465652311,6
-0.034353588,-0.258513156,-0.312866601,-0.454151843,0.379642412,-0.737442619,-0.549617332,-0.053051981,-1.306148216,-0.953970368,-0.876224179,6
0.323300969,-0.957500019,0.591216716,-1.020904387,0.102110421,0.332420314,-0.992065732,-0.754145805,-0.320078735,-0.343943534,-0.055080442,5
1.515482829,-0.458223689,0.509027324,0.210316657,0.148365752,-1.391247745,-1.481087647,0.814968946,-0.845982458,3.054777394,-0.629881058,6
0.561737341,-0.358368423,0.673406109,1.480624084,0.934706393,0.748478121,1.359896814,1.248979409,-1.96352787,-0.605383606,-1.286796048,6
0.561737341,-0.358368423,0.673406109,1.480624084,0.934706393,0.748478121,1.359896814,1.248979409,-1.96352787,-0.605383606,-1.286796048,6
-0.988099076,0.440473707,-0.806002955,-0.962274813,-0.452953561,0.154109825,-0.363323269,-1.45523963,0.665990746,-0.605383606,1.587207033,7
-2.06106275,1.6387369,-2.449790804,-0.981818005,-0.452953561,0.451293973,-0.479757058,-1.588781311,1.126156504,-1.38970382,1.340863912,8
-2.06106275,1.6387369,-2.449790804,-0.981818005,-0.452953561,0.451293973,-0.479757058,-1.588781311,1.126156504,-1.38970382,1.340863912,8
-0.988099076,0.440473707,-0.806002955,-0.962274813,-0.452953561,0.154109825,-0.363323269,-1.45523963,0.665990746,-0.605383606,1.587207033,7
-0.630444518,-0.558078955,1.824057603,1.57834004,0.425897743,-0.4996953,0.451713257,1.282364829,-1.371886181,-0.779676987,-1.122567301,5
-0.749662704,0.839894771,-0.312866601,-0.317349505,0.148365752,-1.272374085,-1.271506826,-0.320135342,0.600252781,-0.866823677,0.109148306,5
0.561737341,-0.358368423,0.673406109,1.480624084,0.934706393,0.748478121,1.359896814,1.248979409,-1.96352787,-0.605383606,-1.286796048,6
-0.27278996,-0.358368423,0.098080362,1.304735363,0.194621084,1.699467395,1.522904119,0.948510626,-0.254340769,0.091789918,-0.794109806,5
0.084864597,-0.458223689,0.180269754,1.285192172,0.240876416,2.174962032,0.870874899,1.015281467,-0.188602804,0.004643228,-0.547766684,5
1.753919201,-0.058802624,1.002163678,0.444834951,0.102110421,0.213546655,1.336610056,1.082052307,-0.320078735,0.876110132,-0.711995432,6
-0.27278996,1.838447433,-1.29913931,-0.786386093,-0.545464225,-0.61856896,-0.968778974,-1.522010471,-0.714506527,-0.431090225,1.75143578,7
0.680955527,0.140907908,-0.230677208,0.493692929,0.425897743,-0.915753108,0.265419194,0.881739786,-0.714506527,0.44037668,-0.958338553,5
3.422973805,1.439026368,1.166542463,0.66958165,-0.545464225,-1.807305552,-0.689337879,0.547885584,-2.095003801,-1.738290582,-0.383537937,5
0.204082783,0.240763174,1.002163678,-0.962274813,0.934706393,-0.380821641,-0.153742448,-1.188156269,-0.451554666,0.44037668,1.833550154,6
1.157828271,-0.857644753,0.919974286,-0.962274813,-0.036655575,-1.094063597,-1.01535249,-0.820916646,-0.3858167,-0.866823677,0.437605801,6
0.800173713,2.038157965,0.262459146,-1.099077152,-0.406698229,-1.866742382,-0.922205458,-1.321697949,-1.043196354,-0.866823677,0.766063296,4
-0.749662704,-0.558078955,0.755595501,-0.366207482,-0.360442897,-0.261947982,-0.223602722,-0.787531226,1.060418539,-1.38970382,0.848177669,7
0.680955527,-0.058802624,-0.230677208,2.203722158,0.240876416,-0.143074323,0.777727867,1.616219031,-0.648768562,1.311843585,-0.219309189,5
-0.034353588,-0.458223689,0.509027324,0.210316657,-0.267932234,0.867351781,0.265419194,-0.487062444,-0.517292631,-1.912583963,0.766063296,6
0.323300969,0.440473707,1.084353071,-0.258719931,-0.082910907,-0.975189937,-1.737241984,-1.054614588,-1.043196354,-0.692530296,1.75143578,4
-1.226535448,-0.458223689,-0.312866601,1.265648981,0.379642412,1.283409588,0.707867594,1.015281467,0.600252781,-0.866823677,-0.876224179,5
-1.107317262,3.935408022,-2.203222627,-1.020904387,0.657174402,-1.569558234,-0.735911395,-0.353520763,-0.517292631,-1.215410439,-1.451024796,4
-0.630444518,-0.258513156,-0.148487816,-0.180547166,0.148365752,0.332420314,0.847588141,0.280802222,0.008611092,1.660430346,-1.040452927,6
-0.630444518,0.540328973,-0.230677208,-0.180547166,0.102110421,0.391857144,0.777727867,0.314187642,0.008611092,1.486136965,-0.958338553,6
0.204082783,0.640184239,-1.545707487,-1.020904387,0.33338708,1.521156906,1.010595446,-0.186593661,-0.648768562,-0.518236915,-1.040452927,5
-0.153571774,0.041052642,0.509027324,3.044079378,0.102110421,0.748478121,0.63800732,2.283927436,-1.700576008,0.091789918,-1.451024796,5
-0.034353588,-0.058802624,0.509027324,1.480624084,0.194621084,1.699467395,2.035212793,1.248979409,-0.057126873,0.788963442,-0.711995432,6
-0.153571774,-0.15865789,1.824057603,1.070217069,-0.129166238,1.699467395,2.011926035,0.948510626,-1.10893432,1.224696894,-0.958338553,5
-0.153571774,0.140907908,1.824057603,1.070217069,-0.129166238,1.818341055,2.105073066,1.015281467,-1.10893432,1.224696894,-0.958338553,5
-0.27278996,-0.358368423,0.591216716,0.58163729,-0.267932234,0.807914951,0.614720562,0.414343903,-0.451554666,1.050403513,-0.465652311,6
-1.226535448,0.240763174,-0.888192348,-0.434608652,-0.360442897,0.391857144,-0.479757058,-0.587218704,-0.254340769,0.091789918,0.437605801,5
